Text OCR,Text Char
说外面有个修行的来了可去接待接待想必就是你了[MASK]猴,說外面有個修行的來了可去接待接待想必就是你了猴
王笑道是我是我童子道你跟我进来,王笑道是我是我童子道你跟我進來
这猴王整衣端肃随童子径入洞天深处观看一层层深阁琼,這猴王整衣端肅隨童子徑入洞天深處觀看一層層深閣瓊
楼一进进珠宫贝阙说不尽那静室幽居直至瑶台之下见那,樓一進進珠宮貝闕說不盡那靜室幽居直至瑤臺之下見那
菩提祖师端坐在台上两边有三十个小仙侍立台下果然是,菩提祖師端坐在臺上兩邊有三十個小仙侍立臺下果然是
大觉金仙没垢姿西方妙相祖菩提,大覺金仙沒垢姿西方妙相祖菩提
不生不灭三三行全气全神万万慈,不生不滅三三行全氣全神萬萬慈
空寂自然随变化真如本性任为之,空寂自然隨變化真如本性任為之
与天同寿庄严体历劫明心大法师,與天同壽莊嚴體歷劫明心大法師
美猴王一见倒身下拜磕头不计其数口中只道师父,美猴王一見倒身下拜磕頭不計其數口中只道師父
师父我弟子志心朝礼志心朝礼祖师道你是那方人氏,師父我弟子志心朝禮志心朝禮祖師道你是那方人氏
且说个乡贯姓名明白再拜猴王道弟子乃东胜神洲傲来国,且說個鄉貫姓名明白再拜猴王道弟子乃東勝神洲傲來國
花果山水帘洞人氏祖师喝令赶出去他本是个撒诈捣虚之,花果山水簾洞人氏祖師喝令趕出去他本是個撒詐搗虛之
徒那里修甚么道果猴王慌忙磕头不住道弟子是老实之言,徒那裏修甚麼道果猴王慌忙磕頭不住道弟子是老實之言
决无虚诈祖师道你既老实怎么说东胜神洲那去处到我,決無虛詐祖師道你既老實怎麼說東勝神洲那去處到我
这里隔两重大海一座南贍部洲如何就得到此[MASK]猴王叩头道,這裏隔兩重大海一座南贍部洲如何就得到此猴王叩頭道
弟子飘洋过海登界游方有十数个年头方才访到此处,弟子飄洋過海登界遊方有十數個年頭方才訪到此處
祖师道既是逐渐行来的也罢你姓甚么猴王又道我,祖師道既是逐漸行來的也罷你姓甚麼猴王又道我
无性人若骂我我也不恼若打我我也不嗔只是陪个礼儿就,無性人若罵我我也不惱若打我我也不嗔只是陪個禮兒就
罢了一生无性祖师道不是这个性你父母原来姓甚么,罷了一生無性祖師道不是這個性你父母原來姓甚麼
猴王道我也无父母祖师道既无父母想是树上生的猴,猴王道我也無父母祖師道既無父母想是樹上生的猴
王道我虽不是树上生却是石里长的我只记得花果山上有,王道我雖不是樹上生卻是石裏長的我只記得花果山上有
一块仙石其年石破我便生也祖师闻言暗喜道这等说却,一塊仙石其年石破我便生也祖師聞言暗喜道這等說卻
是个天地生成的你起来走走我看猴王纵身跳起拐呀拐的,是個天地生成的你起來走走我看猴王縱身跳起拐呀拐的
走了两遍祖师笑道你身躯虽是鄙陋却像个食松果的猢狲,走了兩遍祖師笑道你身軀雖是鄙陋卻像個食松果的猢猻
我与你就身上取个姓氏意思教你姓猢猢字去了个兽傍乃,我與你就身上取個姓氏意思教你姓猢猢字去了個獸傍乃
是个古月古者老也月者阴也老阴不能化育教你姓狲,是個古月古者老也月者陰也老陰不能化育教你姓猻
倒好狲字去了兽傍乃是个子系子者儿男也系者婴细,倒好猻字去了獸傍乃是個子系子者兒男也系者嬰細
也正合婴儿之本论教你姓孙罢猴王听说满心欢喜朝,也正合嬰兒之本論教你姓孫罷猴王聽說滿心歡喜朝
上叩头道好好好今日方知姓也万望师父慈悲既然,上叩頭道好好好今日方知姓也萬望師父慈悲既然
有姓再乞赐个名字却好呼唤祖师道我门中有十二个字,有姓再乞賜個名字卻好呼喚祖師道我門中有十二個字
分派起名到你乃第十辈之小徒矣猴王道那十二个字祖,分派起名到你乃第十輩之小徒矣猴王道那十二個字祖
师道乃广大智慧真如性海颖悟圆觉十二字排,師道乃廣大智慧真如性海穎悟圓覺十二字排
到你正当悟字与你起个法名叫做孙悟空好么[MASK]猴王笑,到你正當悟字與你起個法名叫做孫悟空好麼猴王笑
道好好好自今就叫做孙悟空也正是鸿蒙初辟原无,道好好好自今就叫做孫悟空也正是鴻濛初闢原無
姓打破顽空须悟空毕竟不知向后修些甚么道果且听下回分,姓打破頑空須悟空畢竟不知向後修些甚麼道果且聽下回分
解 ,解
第二回,第二回
悟彻菩提真妙理断魔归本合元神,悟徹菩提真妙理斷魔歸本合元神
话表美猴王得了姓名怡然踊跃对菩提前作礼启谢那祖,話表美猴王得了姓名怡然踴躍對菩提前作禮啟謝那祖
师即命大众引孙悟空出二门外教他洒扫应对进退周旋之节,師即命大眾引孫悟空出二門外教他灑掃應對進退周旋之節
众仙奉行而出悟空到门外又拜了大众师兄就于廊庑之间,眾仙奉行而出悟空到門外又拜了大眾師兄就於廊廡之間
安排寝处次早与众师兄学言语礼貌讲经论道习字焚香每,安排寢處次早與眾師兄學言語禮貌講經論道習字焚香每
日如此闲时即扫地锄园养花修树寻柴燃火挑水运浆凡,日如此閑時即掃地鋤園養花修樹尋柴燃火挑水運漿凡
所用之物无一不备在洞中不觉倏六七年一日祖师登坛高,所用之物無一不備在洞中不覺倏六七年一日祖師登壇高
坐唤集诸仙开讲大道真个是,坐喚集諸仙開講大道真個是
天花乱坠地涌金莲妙演三乘教精微万法全,天花亂墜地湧金蓮妙演三乘教精微萬法全
慢摇麈尾喷珠玉响振雷霆动九天说一会道讲一会禅,慢搖麈尾噴珠玉響振雷霆動九天說一會道講一會禪
三家配合本如然开明一字皈诚理指引无生了性玄,三家配合本如然開明一字皈誠理指引無生了性玄
孙悟空在[MASK]闻讲喜得他抓耳挠腮眉花眼笑忍不住手之,孫悟空在傍聞講喜得他抓耳撓腮眉花眼笑忍不住手之
舞之足之蹈之忽被祖师看见叫孙悟空道你在班中怎么,舞之足之蹈之忽被祖師看見叫孫悟空道你在班中怎麼
颠狂跃舞不听我讲[MASK]悟空道弟子诚心听讲听到老师父妙音,顛狂躍舞不聽我講悟空道弟子誠心聽講聽到老師父妙音
处喜不自胜故不觉作此踊跃之状望师父恕罪祖师道你,處喜不自勝故不覺作此踴躍之狀望師父恕罪祖師道你
既识妙音我且问你你到洞中多少时了悟空道弟子本来懵,既識妙音我且問你你到洞中多少時了悟空道弟子本來懵
懂不知多少时节只记得灶下无火常去山后打柴见一山好,懂不知多少時節只記得灶下無火常去山後打柴見一山好
桃树我在那里吃了七次饱桃矣祖师道那山唤名烂桃山,桃樹我在那裏吃了七次飽桃矣祖師道那山喚名爛桃山
你既吃七次想是七年了你今要从我学些甚么道悟空道,你既吃七次想是七年了你今要從我學些甚麼道悟空道
但凭尊师教诲只是有些道气儿弟子便就学了,但憑尊師教誨只是有些道氣兒弟子便就學了
祖师道道字门中有三百六十傍门傍门皆有正果,祖師道道字門中有三百六十傍門傍門皆有正果
不知你学那一门哩悟空道凭尊师意思弟子倾心听从祖,不知你學那一門哩悟空道憑尊師意思弟子傾心聽從祖
师道我教你个术字门中之道如何悟空道术门之道怎,師道我教你個術字門中之道如何悟空道術門之道怎
么说祖师道术字门中乃是些请仙扶鸾[MASK]问卜揲蓍能知,麼說祖師道術字門中乃是些請仙扶鸞問卜揲蓍能知
趋吉避凶之理悟空道似这般可得长生么[MASK]祖师道不能,趨吉避凶之理悟空道似這般可得長生麼祖師道不能
不能悟空道不学不学,不能悟空道不學不學
祖师又道教你流字门中之道如何悟空又问流字,祖師又道教你流字門中之道如何悟空又問流字
门中是甚义理[MASK]祖师道流字门中乃是儒家释家道家阴,門中是甚義理祖師道流字門中乃是儒家釋家道家陰
阳家墨家医家或看经或念佛并朝真降圣之类悟空道,陽家墨家醫家或看經或念佛並朝真降聖之類悟空道
似这般可得长生么[MASK]祖师道若要长生也似壁里安柱悟,似這般可得長生麼祖師道若要長生也似壁裏安柱悟
空道师父我是个老实人不晓得打市语[MASK]怎么谓之壁里,空道師父我是個老實人不曉得打市語怎麼謂之壁裏
安柱祖师道人家盖房欲图坚固将墙壁之间立一顶柱,安柱祖師道人家蓋房欲圖堅固將牆壁之間立一頂柱
有日大厦将颓他必朽矣悟空道据此说也不长久不学,有日大廈將頹他必朽矣悟空道據此說也不長久不學
不学,不學
祖师道教你静字门中之道如何[MASK]悟空道静字门中是,祖師道教你靜字門中之道如何悟空道靜字門中是
甚正果[MASK]祖师道此是休粮守谷清静无为参禅打坐戒语持,甚正果祖師道此是休糧守谷清靜無為參禪打坐戒語持
斋或睡功或立功并入定坐关[MASK]之类悟空道这般也能长,齋或睡功或立功並入定坐關之類悟空道這般也能長
生么[MASK]祖师道也似[MASK]头土坯悟空笑道师父果有些滴,生麼祖師道也似頭土坯悟空笑道師父果有些滴
一行说我不会打市语怎么谓之[MASK]头土坯[MASK]祖师道就如那,一行說我不會打市語怎麼謂之頭土坯祖師道就如那
[MASK]头上造成砖瓦之坯虽已成形尚未经水火[MASK]炼一朝大雨滂沱,頭上造成磚瓦之坯雖已成形尚未經水火鍛煉一朝大雨滂沱
他必滥矣悟空道也不长远不学不学,他必濫矣悟空道也不長遠不學不學
祖师道教你动字门中之道如何[MASK]悟空道动门之道,祖師道教你動字門中之道如何悟空道動門之道
却又怎么祖师道此是有为有作采阴补阳攀弓踏弩摩脐,卻又怎麼祖師道此是有為有作採陰補陽攀弓踏弩摩臍
过气用方炮制烧茅打鼎进红铅炼秋石并服妇乳之类,過氣用方炮製燒茅打鼎進紅鉛煉秋石並服婦乳之類
悟空道似这等也得长生么[MASK]祖师道此欲长生亦如水中捞,悟空道似這等也得長生麼祖師道此欲長生亦如水中撈
月悟空道师父又来了怎么叫做水中捞月祖师道,月悟空道師父又來了怎麼叫做水中撈月祖師道
月在长空水中有影虽然看见只是无捞摸处到底只成空,月在長空水中有影雖然看見只是無撈摸處到底只成空
耳悟空道也不学不学,耳悟空道也不學不學
祖师闻言咄的一声跳下高台手持戒尺指定悟空道你,祖師聞言咄的一聲跳下高臺手持戒尺指定悟空道你
这猢狲这般不学那般不学却待怎么[MASK]走上前将悟空头上打,這猢猻這般不學那般不學卻待怎麼走上前將悟空頭上打
了三下倒背[MASK]手走入里面将中门关了撇下大众而去[MASK]得,了三下倒背著手走入裏面將中門關了撇下大眾而去諕得
那一班听讲的人人惊惧皆怨悟空道你这泼猴十分无状,那一班聽講的人人驚懼皆怨悟空道你這潑猴十分無狀
师父传你道法如何不学却与师父顶嘴这番冲撞了他不知,師父傳你道法如何不學卻與師父頂嘴這番衝撞了他不知
几时才出来呵此时俱甚报怨他又鄙贱嫌恶他悟空一些儿,幾時才出來呵此時俱甚報怨他又鄙賤嫌惡他悟空一些兒
也不恼只是满脸陪笑原来那猴王已打破盘中之谜暗暗在,也不惱只是滿臉陪笑原來那猴王已打破盤中之謎暗暗在
心所以不与众人争竞只是忍耐无言祖师打他三下者教他,心所以不與眾人爭競只是忍耐無言祖師打他三下者教他
三更时分存心倒背[MASK]手走入里面将中门关上者教他从后门,三更時分存心倒背著手走入裏面將中門關上者教他從後門
进步秘处传他道也,進步秘處傳他道也
当日悟空与众等喜喜欢欢在三星仙洞之前盼望天色急,當日悟空與眾等喜喜歡歡在三星仙洞之前盼望天色急
不能到晚及黄昏时却与众就寝假合眼定息存神山中又,不能到晚及黃昏時卻與眾就寢假合眼定息存神山中又
没[MASK]更传箭不知时分只自家将鼻孔中出入之气调定约到,沒打更傳箭不知時分只自家將鼻孔中出入之氣調定約到
子时前后轻轻的起来穿了衣服偷开前门躲离大众走出外,子時前後輕輕的起來穿了衣服偷開前門躲離大眾走出外
抬头观看正是那,抬頭觀看正是那
月明清露冷八极迥无尘,月明清露冷八極迥無塵
深树幽禽宿源头水溜汾,深樹幽禽宿源頭水溜汾
飞萤光散影过雁字排云,飛螢光散影過雁字排雲
正直三更候应该访道真,正直三更候應該訪道真
你看他从旧路径至后门外只见那门儿半开半掩悟空喜道,你看他從舊路徑至後門外只見那門兒半開半掩悟空喜道
老师父果然注意与我传道故此开[MASK]门也即曳步近前侧身,老師父果然注意與我傳道故此開著門也即曳步近前側身
进得门里只走到祖师寝榻之下见祖师[MASK]跼身躯朝里睡[MASK],進得門裏只走到祖師寢榻之下見祖師踡跼身軀朝裏睡
了悟空不敢惊动即跪在榻前那祖师不多时觉来舒开两,了悟空不敢驚動即跪在榻前那祖師不多時覺來舒開兩
足口中自吟道,足口中自吟道
难难难道最玄莫把金丹作等闲不遇至人传,難難難道最玄莫把金丹作等閑不遇至人傳
妙诀空言口困舌头干,妙訣空言口困舌頭乾
悟空应声叫道师父弟子在此跪候多时祖师闻得声音是悟,悟空應聲叫道師父弟子在此跪候多時祖師聞得聲音是悟
空即起披衣盘坐喝道这猢狲你不在前边去睡却来我这,空即起披衣盤坐喝道這猢猻你不在前邊去睡卻來我這
后边作甚[MASK]悟空道师父昨日坛前对众相允教弟子三更时候,後邊作甚悟空道師父昨日壇前對眾相允教弟子三更時候
从后门里传我道理故此大胆径拜老爷榻下祖师听说十分欢,從後門裏傳我道理故此大膽徑拜老爺榻下祖師聽說十分歡
喜暗自寻思道这厮果然是个天地生成的不然何就打,喜暗自尋思道這廝果然是個天地生成的不然何就打
破我盘中之暗谜也[MASK]悟空道此间更无六耳止只弟子一人望,破我盤中之暗謎也悟空道此間更無六耳止只弟子一人望
师父大舍慈悲传与我长生之道罢永不忘恩祖师道你今有,師父大捨慈悲傳與我長生之道罷永不忘恩祖師道你今有
缘我亦喜说既识得盘中暗谜你近前来仔细听之当传与你,緣我亦喜說既識得盤中暗謎你近前來仔細聽之當傳與你
